1323	1326	0.030	0.499	0.030	0.391	0.041
1323	1326	0.031	0.438	0.032	0.423	0.038
1323	1326	0.032	0.374	0.032	0.483	0.036
1323	1326	0.033	0.309	0.033	0.500	0.034
1323	1326	0.034	0.242	0.034	0.516	0.033
1323	1326	0.034	0.173	0.035	0.575	0.032
1323	1326	0.035	0.105	0.035	0.580	0.032
1323	1326	0.035	0.035	0.034	0.593	0.034
1323	1326	0.035	-0.034	0.034	0.665	0.036
1323	1326	0.035	-0.105	0.035	0.668	0.037
1323	1326	0.034	-0.174	0.034	0.698	0.037
1323	1326	0.034	-0.242	0.034	0.764	0.036
1323	1326	0.033	-0.309	0.033	0.579	0.037
1323	1326	0.033	-0.374	0.032	0.671	0.038
1323	1326	0.032	-0.438	0.031	0.687	0.040
1323	1326	0.031	-0.499	0.030	0.712	0.043
1323	1326	0.029	-0.558	0.028	0.702	0.045
1323	1326	0.028	-0.615	0.027	0.638	0.051
1323	1326	0.027	-0.668	0.025	0.576	0.058
1323	1326	0.026	-0.718	0.023	0.761	0.071
1323	1326	0.024	-0.764	0.021	0.688	0.092
1323	1326	0.021	-0.808	0.020	0.863	0.120
1323	1326	0.020	-0.846	0.017	0.701	0.161
1323	1326	0.017	-0.881	0.015	0.651	0.205
1323	1326	0.015	-0.912	0.014	0.458	0.306
1323	1326	0.013	-0.938	0.011	0.302	0.355
1323	1326	0.011	-0.959	0.008	-0.572	0.609
1323	1326	0.005	-0.979	0.009	-0.059	0.858
1326	1329	0.017	0.883	0.016	-0.002	0.506
1326	1329	0.013	0.842	0.024	0.424	0.295
1326	1329	0.018	0.806	0.023	0.265	0.133
1326	1329	0.021	0.764	0.024	0.236	0.087
1326	1329	0.023	0.718	0.025	0.415	0.073
1326	1329	0.025	0.668	0.027	0.343	0.058
1326	1329	0.027	0.615	0.028	0.352	0.051
1326	1329	0.029	0.558	0.029	0.344	0.046
1326	1329	0.030	0.499	0.031	0.485	0.042
1326	1329	0.031	0.438	0.031	0.374	0.038
1326	1329	0.032	0.374	0.032	0.505	0.036
1326	1329	0.033	0.309	0.033	0.528	0.035
1326	1329	0.034	0.242	0.034	0.544	0.034
1326	1329	0.034	0.173	0.034	0.519	0.033
1326	1329	0.035	0.105	0.035	0.554	0.033
1326	1329	0.035	0.035	0.034	0.575	0.034
1326	1329	0.035	-0.035	0.035	0.665	0.036
1326	1329	0.035	-0.104	0.035	0.676	0.037
1326	1329	0.034	-0.174	0.034	0.632	0.036
1326	1329	0.034	-0.242	0.034	0.705	0.036
1326	1329	0.033	-0.309	0.033	0.644	0.038
1326	1329	0.032	-0.374	0.032	0.710	0.039
1326	1329	0.031	-0.438	0.031	0.669	0.041
1326	1329	0.030	-0.499	0.030	0.742	0.044
1326	1329	0.029	-0.558	0.029	0.744	0.047
1326	1329	0.028	-0.615	0.027	0.634	0.052
1326	1329	0.027	-0.668	0.025	0.716	0.059
1326	1329	0.025	-0.718	0.023	0.664	0.070
1326	1329	0.024	-0.764	0.021	0.652	0.096
1326	1329	0.021	-0.808	0.020	0.836	0.128
1326	1329	0.019	-0.847	0.018	0.537	0.152
1326	1329	0.017	-0.882	0.016	0.633	0.216
1326	1329	0.015	-0.912	0.013	0.246	0.328
1326	1329	0.013	-0.938	0.011	0.517	0.470
1326	1329	0.010	-0.960	0.009	-0.079	0.650
1326	1329	0.007	-0.978	0.007	0.517	0.586
1329	1332	0.017	0.883	0.016	0.236	0.653
1329	1332	0.012	0.841	0.025	0.431	0.462
1329	1332	0.019	0.807	0.022	0.294	0.186
1329	1332	0.021	0.764	0.024	0.307	0.126
1329	1332	0.023	0.718	0.025	0.357	0.100
1329	1332	0.025	0.668	0.027	0.314	0.078
1329	1332	0.027	0.615	0.028	0.368	0.067
1329	1332	0.029	0.559	0.029	0.493	0.060
1329	1332	0.030	0.499	0.031	0.468	0.056
1329	1332	0.031	0.438	0.031	0.319	0.051
1329	1332	0.032	0.374	0.033	0.505	0.048
1329	1332	0.033	0.308	0.034	0.587	0.047
1329	1332	0.034	0.242	0.034	0.568	0.045
1329	1332	0.035	0.174	0.034	0.609	0.044
1329	1332	0.035	0.105	0.034	0.624	0.045
1329	1332	0.036	0.036	0.034	0.632	0.047
1329	1332	0.035	-0.034	0.034	0.553	0.048
1329	1332	0.035	-0.105	0.035	0.581	0.048
1329	1332	0.034	-0.174	0.034	0.647	0.049
1329	1332	0.034	-0.242	0.034	0.689	0.049
1329	1332	0.033	-0.309	0.033	0.727	0.050
1329	1332	0.033	-0.374	0.032	0.674	0.053
1329	1332	0.032	-0.438	0.031	0.637	0.055
1329	1332	0.030	-0.499	0.030	0.653	0.059
1329	1332	0.030	-0.558	0.028	0.735	0.060
1329	1332	0.028	-0.615	0.027	0.600	0.070
1329	1332	0.027	-0.668	0.025	0.845	0.077
1329	1332	0.026	-0.718	0.023	0.535	0.097
1329	1332	0.023	-0.765	0.022	0.619	0.116
1329	1332	0.021	-0.808	0.020	0.548	0.161
1329	1332	0.020	-0.846	0.017	0.427	0.200
1329	1332	0.018	-0.881	0.015	0.371	0.245
1329	1332	0.014	-0.913	0.014	0.523	0.359
1329	1332	0.012	-0.939	0.012	0.077	0.579
1329	1332	0.011	-0.959	0.008	0.515	0.764
1329	1332	0.009	-0.976	0.006	0.576	0.719
1332	1335	0.017	0.883	0.016	0.821	0.767
1332	1335	0.013	0.842	0.024	0.149	0.380
1332	1335	0.019	0.807	0.022	0.441	0.145
1332	1335	0.021	0.764	0.024	0.301	0.102
1332	1335	0.023	0.718	0.025	0.375	0.074
1332	1335	0.025	0.668	0.027	0.359	0.059
1332	1335	0.027	0.615	0.028	0.284	0.053
1332	1335	0.029	0.559	0.029	0.383	0.046
1332	1335	0.030	0.499	0.031	0.448	0.041
1332	1335	0.031	0.438	0.032	0.380	0.038
1332	1335	0.032	0.374	0.033	0.496	0.036
1332	1335	0.033	0.309	0.033	0.523	0.035
1332	1335	0.034	0.242	0.034	0.530	0.033
1332	1335	0.035	0.174	0.034	0.537	0.033
1332	1335	0.035	0.105	0.034	0.615	0.033
1332	1335	0.035	0.035	0.034	0.574	0.035
1332	1335	0.035	-0.035	0.035	0.568	0.036
1332	1335	0.035	-0.105	0.035	0.632	0.035
1332	1335	0.034	-0.173	0.034	0.660	0.036
1332	1335	0.034	-0.242	0.034	0.657	0.036
1332	1335	0.033	-0.309	0.033	0.638	0.037
1332	1335	0.032	-0.374	0.032	0.668	0.039
1332	1335	0.032	-0.438	0.031	0.708	0.040
1332	1335	0.030	-0.499	0.030	0.710	0.043
1332	1335	0.029	-0.559	0.029	0.696	0.047
1332	1335	0.028	-0.615	0.027	0.698	0.051
1332	1335	0.027	-0.668	0.025	0.599	0.059
1332	1335	0.025	-0.718	0.023	0.757	0.073
1332	1335	0.024	-0.764	0.021	0.770	0.088
1332	1335	0.022	-0.807	0.019	0.781	0.117
1332	1335	0.020	-0.846	0.017	0.617	0.151
1332	1335	0.017	-0.882	0.016	0.614	0.203
1332	1335	0.015	-0.913	0.014	0.147	0.334
1332	1335	0.013	-0.938	0.011	0.755	0.544
1332	1335	0.012	-0.959	0.008	0.361	0.563
1332	1335	0.009	-0.976	0.005	0.154	0.565
1335	1338	0.017	0.883	0.016	-0.268	0.798
1335	1338	0.012	0.841	0.025	-0.028	0.414
1335	1338	0.019	0.807	0.022	-0.138	0.163
1335	1338	0.021	0.764	0.024	0.152	0.096
1335	1338	0.023	0.718	0.025	0.322	0.070
1335	1338	0.025	0.668	0.027	0.346	0.057
1335	1338	0.027	0.615	0.028	0.317	0.052
1335	1338	0.028	0.558	0.029	0.370	0.046
1335	1338	0.030	0.499	0.031	0.372	0.041
1335	1338	0.031	0.438	0.032	0.373	0.038
1335	1338	0.032	0.374	0.033	0.433	0.036
1335	1338	0.033	0.309	0.033	0.479	0.033
1335	1338	0.034	0.242	0.034	0.532	0.033
1335	1338	0.035	0.174	0.034	0.577	0.032
1335	1338	0.035	0.105	0.034	0.565	0.033
1335	1338	0.035	0.035	0.034	0.574	0.035
1335	1338	0.035	-0.035	0.035	0.705	0.035
1335	1338	0.035	-0.104	0.035	0.645	0.034
1335	1338	0.034	-0.174	0.034	0.621	0.035
1335	1338	0.034	-0.242	0.034	0.630	0.035
1335	1338	0.033	-0.309	0.033	0.612	0.036
1335	1338	0.032	-0.374	0.032	0.693	0.039
1335	1338	0.032	-0.438	0.031	0.657	0.040
1335	1338	0.030	-0.499	0.030	0.714	0.042
1335	1338	0.029	-0.559	0.029	0.746	0.046
1335	1338	0.028	-0.615	0.027	0.740	0.049
1335	1338	0.027	-0.668	0.025	0.684	0.058
1335	1338	0.025	-0.718	0.023	0.636	0.069
1335	1338	0.024	-0.764	0.021	0.707	0.085
1335	1338	0.022	-0.808	0.019	1.017	0.113
1335	1338	0.019	-0.847	0.018	0.554	0.141
1335	1338	0.017	-0.881	0.015	0.707	0.191
1335	1338	0.015	-0.912	0.014	0.470	0.341
1335	1338	0.013	-0.938	0.011	0.021	0.459
1335	1338	0.009	-0.961	0.010	0.078	0.655
1335	1338	0.007	-0.978	0.007	0.569	0.653
1338	1341	0.017	0.883	0.016	-0.402	0.925
1338	1341	0.014	0.843	0.023	0.619	0.373
1338	1341	0.018	0.806	0.023	0.090	0.141
1338	1341	0.021	0.764	0.024	0.102	0.100
1338	1341	0.023	0.718	0.025	0.194	0.074
1338	1341	0.025	0.668	0.027	0.137	0.058
1338	1341	0.027	0.614	0.028	0.283	0.049
1338	1341	0.028	0.558	0.030	0.445	0.044
1338	1341	0.030	0.499	0.031	0.464	0.040
1338	1341	0.031	0.438	0.032	0.479	0.037
1338	1341	0.032	0.374	0.032	0.450	0.034
1338	1341	0.033	0.309	0.033	0.465	0.033
1338	1341	0.034	0.242	0.034	0.572	0.032
1338	1341	0.034	0.174	0.034	0.529	0.031
1338	1341	0.035	0.105	0.034	0.589	0.033
